电影名称,评论者,评分等级,评论日期,点赞数,评论内容
盗梦空间,Panda的影音,力荐, 2011-08-03 23:29:21 ,8,2011 + 2012 + 2013 + 2014 + 2015 + 2016，每年元旦的特别任务：观看《盗梦空间》！新年观影，愉悦心情！—— 我是有多幸福，在我现今的生活里，能有两个家伙矢志不渝地陪伴在我身边，带给我无穷无尽的快乐和感动！能爱上他们，是我这辈子最幸运、最开心的事情！电影 + 音乐，我爱你们！永远！永远！—— 2020.08.28：从安溪到厦门。为了一部电影，奔赴一座城市。记我最爱电影之一《盗梦空间》激光IMAX版观影之旅！
盗梦空间,🐈,推荐, 2017-03-24 17:09:43 ,8,全程无尿点，好看！！！！！
盗梦空间,一路有你,推荐, 2017-05-15 15:36:55 ,12,伟大的编剧，能有这么奇思妙想的构思。
盗梦空间,落拓,力荐, 2017-05-17 08:31:51 ,10,当初跟风看的这部电影，虽为达到自己的期望值，不过确实挺好看的。Do you remember how you got here ?
盗梦空间,偏要勉强,力荐, 2018-02-07 12:44:29 ,13,伟大的导演，伟大的编剧，给我们编织了一个不可思议的梦，所以我们是在现实还是梦？
盗梦空间,美女菜kun,推荐, 2017-03-31 19:54:40 ,10,太烧脑了，看了好几次才能看懂，脑子变笨了，哈哈哈！
盗梦空间,小言,2012-09-04 09:51:03, 2012-09-04 09:51:03 ,1,经典
盗梦空间,沐婉,力荐, 2012-09-04 21:30:53 ,1,"2012年9月4日没看到底
2024年7月6日晚，一人在悦琅园，吃着烧烤喝着海底捞啤酒，稍快进看到了底。里面跟几个男的，比那个时候的莱奥纳多帅一点点"
盗梦空间,八颗牙牙,力荐, 2012-05-24 08:21:43 ,0,久久不能忘怀……
盗梦空间,love little,力荐, 2012-05-23 16:52:28 ,1,不错不错
盗梦空间,苏爪爪,2012-09-04 10:33:54, 2012-09-04 10:33:54 ,1,忙忙碌碌的回忆
盗梦空间,符小离不是兔妖,推荐, 2018-04-19 20:19:36 ,8,我都要看晕了……梦境一层套一层，挺烧脑的。
盗梦空间,品茗听雨轩,推荐, 2017-07-01 00:13:30 ,7,天呐，这个简直太烧脑太烧脑了…说实话，我是真的没看懂，然后越看不懂就越看不进去了……但这电影质感是真不错…
盗梦空间,纤纤,推荐, 2017-03-25 19:22:48 ,12,梦境与现实…当他们交织在一起还有谁能分得清…
盗梦空间,尉迟上九,还行, 2017-12-19 19:55:37 ,12,时隔七年再刷，深觉无趣。
盗梦空间,Paper Planes,很差, 2010-09-05 00:40:39 ,12,看的是零点首映。概念先行的动作片，节奏混乱昏昏欲睡。《红辣椒》《eXistenZ》等等一堆电影在概念上的简单抄袭混杂。线性推进+“最后一分钟营救“，典型经典好莱坞叙事，你妈逼的开创新式叙事结构。烂番茄87%，metacritic综评74分，都不算很高的分数。我不黑你黑谁？
盗梦空间,梦询,力荐, 2018-01-11 11:19:38 ,67,映像最深刻的就是那个陀螺，以陀螺是否能停判定是否在梦里。
盗梦空间,tlmgt,还行, 2017-05-02 09:44:19 ,25,某种原因我只能给三星
盗梦空间,CCandFF,力荐, 2018-03-20 11:23:09 ,11,太烧脑了，高中时候老师给看的，分了好几次看完的，没看懂，有机会会再好好看一遍
盗梦空间,幕天席地,还行, 2017-02-14 11:07:16 ,13,讲真看不太懂，没法给高评分
盗梦空间,奇爱博士,力荐, 2010-09-04 17:10:20 ,14,突然地，我迷幻了，我不再惧怕死亡了～
盗梦空间,水木丁,力荐, 2010-09-07 21:51:07 ,26,真的是非常好看。
盗梦空间,bornfreeyolo,力荐, 2017-03-23 15:43:08 ,8,梦中梦。诺兰太牛了，再加上小李子，完美!
盗梦空间,Akai Shiho🏐,力荐, 2024-02-11 23:19:06 ,17,“既然做梦，就做大点”感觉没有想象的那么烧脑，但还是很牛的佳作！团队里真没有一个拉后腿的，大家都好牛，被第二层的Arthur深深迷住了，拥有漂亮眼睛的Fisher全程也真的很配合xs btw醒来以后第一时间进入状态打电话的Saito真的对得起最佳甲方的称号
盗梦空间,宋小君,力荐, 2010-11-25 13:07:06 ,15,话就不多说了，一部电影能拍成这样，令人膜拜~
盗梦空间,花落  思量错,推荐, 2017-03-11 14:10:47 ,9,很难看懂，耗费了我不少脑细胞，三重梦境，一环又一环犹如陀螺一般停不下来，陷入层层轮回当中。如果你愿意相信平行宇宙，愿意相信那里有另一个你，过着你梦想中的生活，那谁还愿意醒来呢？
盗梦空间,D I D A,力荐, 2010-09-02 17:21:50 ,11,你最好无须在观影前过多参与剧情解析，相信经历过原始诺兰的《追随》、疯狂倒叙的《失忆》、隐线极深的《魔道》以及道德哲学的《黑骑士》。《奠基》不会更隐晦到让你失眠。我的观影建议：享受诺兰近乎完美的画面哲学，听得懂英文的请无视字幕，不要错过一些被严肃剧情隐藏的幽默，最后，不要剧透。
盗梦空间,做一件事很难吗,推荐, 2018-03-18 09:14:42 ,10,莱昂纳多·迪卡普里奥主演 很烧脑的一部作品 看着👀着我就睡着了 😭😭😭再看又睡着了 啊好吧 我看不明白😭😭
盗梦空间,圣马可的苹果pi,力荐, 2012-05-23 14:57:52 ,0,应该再看一遍
盗梦空间,momo,力荐, 2012-05-23 16:22:13 ,2,超爱
盗梦空间,米小鼠,推荐, 2012-05-23 10:41:49 ,0,包着糖衣的老鼠药
盗梦空间,向往的生活,2012-05-23 14:37:58, 2012-05-23 14:37:58 ,0,我看懂了 哈哈 
盗梦空间,安非他命,力荐, 2012-05-22 22:21:06 ,0,目不转睛地看。。。
盗梦空间,发财庞,推荐, 2012-05-22 20:06:37 ,0,迷迷糊糊
盗梦空间,心灵旅行,2012-05-22 21:39:50, 2012-05-22 21:39:50 ,2,做计要再看一遍，才能懂。
盗梦空间,满山的蒲公英,2012-05-22 21:37:39, 2012-05-22 21:37:39 ,1,梦中梦，梦里梦···
盗梦空间,幻影猫熊,2012-05-23 10:27:04, 2012-05-23 10:27:04 ,1,科幻片的一个小巅峰
盗梦空间,名叫郁郁的知了,力荐, 2012-05-23 14:18:01 ,0,大片！超爱！更别说里面那么多我爱的演员了！
盗梦空间,番茄炒蛋不加蛋,力荐, 2017-02-09 22:25:22 ,6,特效好，惊艳
盗梦空间,股神看不懂,力荐, 2016-11-02 22:40:54 ,15,诺兰大叔的片子，还是他自己的风格，明明很难懂却无法阻止对他的爱，这样的佳作也只有诺兰拍的出来
盗梦空间,Lan~die,力荐, 2010-09-08 00:13:30 ,15,黑客帝国后好莱坞最佳科幻片。融入了庄周梦蝶式哲思、杨过离开古墓式情感探讨，展现了逻辑的魅力、开拓了电影表达的疆界，在最后一刻结构和情感的张力逐层引爆至顶点，让人惊叹。故事结局其实早有解答：只要我们在一起，火车是通往虚幻还是真实并不重要，一切取决于我们相信与否。小李只是不愿看清现实
盗梦空间,梦里诗书,力荐, 2015-01-14 20:34:51 ,13,非线性叙事的电影手法在《盗梦空间》中得以最为契合剧情架构的呈现，环环相扣的多重梦境，编制了一张逻辑夯实的巨网，诺兰在这部作品中取巧之处在于，每一个人都能看懂电影，但却又让人感慨“一千个读者眼里有一千个哈姆雷特”。
盗梦空间,塔塔君Minkun,还行, 2020-08-29 19:16:00 ,11,时隔十年重看。诺兰大师不要打啦，我看不清谁打谁，前两层被晃晕，第三层还蒙着脸。总之知道你们打得很激烈这件事就行了吧？
盗梦空间,柠檬海盐,推荐, 2017-04-20 22:30:24 ,7,烧脑的剧情
盗梦空间,M能能M,还行, 2017-03-10 10:39:01 ,8,感觉很神幻，真的挺好的，让人很容易入情
盗梦空间,妖灵妖,力荐, 2010-09-01 20:55:25 ,20,阿凡达的高潮戏四十分钟，盗梦空间的高潮居然超过一个小时，一定要去戏院看，体验这份超长的焦虑，字幕后的额外audio内容错过也不可惜
盗梦空间,doodlebug,力荐, 2010-07-17 13:37:37 ,13,great loop~ 你们都被INCEPTION了。。。。
盗梦空间,wandering,力荐, 2021-03-23 15:32:29 ,45,梦中与你百年携手，醒来我却未曾白头。
盗梦空间,我,推荐, 2017-05-03 15:11:51 ,11,"You're waiting for a train, a train that will take you far away. You know where you hope this train will take you, but you can't be sure"
盗梦空间,司令,还行, 2010-09-03 18:26:00 ,6,为嘛！为嘛这个片子这么高分！
盗梦空间,蜉蝣,推荐, 2010-08-18 17:18:48 ,7,【重看2020.01.28】
盗梦空间,聖冰箱,力荐, 2013-03-14 16:48:11 ,8,真的 就是作为商业电影的外在要素很到位而已 我也根本没说这就是烂片了 这就是标准的框架坚固 往里头一点点添肉的典型 遐想很有限 从外围向中心层层关闭 逻辑清晰简单无比 所以我只是觉得 那些说不是一遍能看懂的人 是不是可以去死了
盗梦空间,米拉之落,力荐, 2010-08-14 12:49:07 ,10,“要做梦就做大胆一点”，憋尿2个半小时看完了，讲打怪升级的故事。
盗梦空间,小熊爱吃虫,力荐, 2012-06-18 10:22:40 ,0,和刘海亮汀汀他们一起看的~
盗梦空间,琳酱,推荐, 2012-06-18 09:13:50 ,0,我似个没文化的 不能理解。。。
盗梦空间,蓝·妍,2012-06-18 12:44:44, 2012-06-18 12:44:44 ,1,印象最深的是梅尔的死，究竟是谁断送的，那个不停旋转的陀螺，现实与梦境的混淆……
盗梦空间,心念27,推荐, 2012-06-18 11:53:19 ,1,梅雨晚秋，我记得的。
盗梦空间,lichol,推荐, 2017-04-16 11:13:35 ,6,谁又能说，现实不是梦境。”Do you remember how you got here?
盗梦空间,甜椒Oli,推荐, 2017-03-26 10:22:07 ,10,科幻就是能够无休止的满足你的幻想。却也让你无限的失望。你追逐却也达不到的世界。
盗梦空间,yocofcjx28,推荐, 2016-11-12 16:05:24 ,11,梦中的梦中！其实我觉得结局应该给得很明确啊，陀螺倒了的声音，为什么好多人还会纠结现实还是梦境呢？还是看电影时没等到字幕的最后？
盗梦空间,登对,推荐, 2017-01-02 15:21:24 ,11,脑细胞不够用没看懂  但是特效演员确实很震撼呐 题材也新颖
盗梦空间,丑小鸭cxy,还行, 2018-02-07 00:20:01 ,39,梦中梦，分不清现实与梦境，如果心有执念那么梦里梦外更难分辨。
盗梦空间,Peter Cat,力荐, 2010-09-21 10:00:52 ,13,仅就这部来说，算是文本复杂性游戏性到一定极端高度，但另一方面调度和表演又都比较简陋。2020.5.15@盛世嘉园//2010.X with 处女女// 2010.9.19 美嘉with处女男
星际穿越,比岁月含蓄,力荐, 2014-11-06 23:27:12 ,40911,时间可以伸缩和折叠，唯独不能倒退。你的鹤发或许是我的童颜，而我一次呼吸能抵过你此生的岁月。
星际穿越,影志,力荐, 2014-11-12 10:28:53 ,23250,太壮阔了，无以言表！40'渐入佳境，80'叹为观止，120'泪流满面，160'恍如隔世…不曾如此贴近浩瀚星空，被它环抱；不曾如此触摸生命之弦，遁入五维幻境。瑕不掩瑜的科幻神作，刷新视觉的IMAX体验，观影前撒好尿，准备接受近三小时的泪腺洗礼。“爱是一种力量，让我们超越时空感知它的存在”
星际穿越,桃桃林林,推荐, 2014-11-12 17:28:55 ,3594,一边太空冒险，一边是通俗的情感戏。无论外表多硬科幻：虫洞、黑洞、太空冒险、多维空间……最核心的仍是亲情与爱。科学与理论其实都是为感情服务的，用很硬的外壳包裹最柔软的情感。也因为此，它不会是2001那样严肃伟大的科幻片，但却有更饱满的感情。包括那些泪点
星际穿越,CSUMMERY,力荐, 2014-11-06 22:17:10 ,21971,我想给100颗星，这可能是我至今看过最令我震撼的电影了。到电影结束时候还不断流泪，奇迹不是因为有上帝 也不是有什么不可知的 某种力量，正是我们自己，人类不相信人类的力量把那些我们无可预知的奇迹都认为是上帝的功劳。若兰把我的世界观如此震撼人心的展现出来，我感觉我现在都激动得语无伦次了
星际穿越,我怀念的,力荐, 2014-11-06 21:46:54 ,9568,"整场基本屏住呼吸,瞠目结舌,无话可说.在香港这么多年除了电影节我第一次碰见放映结束观众集体鼓掌的.去年看完Gravity我觉得太空科幻片已经拍到头了,然后Nolan大神把我这点眼界碾压得粉碎.三体迷不必再较真拍三体这事Nolan已经把后半部给拍了."
星际穿越,大夫唐,力荐, 2014-11-12 17:14:29 ,9602,看完没人起立鼓掌，因为全跪着。
星际穿越,喵喵猫,力荐, 2014-11-07 00:46:33 ,7598,三体迷们不用担心电影版会拍的稀烂啦！章北海船长，面壁人希恩斯，高维碎片，青铜时代和万有引力舰太空大战，冬眠和星际航行，三体世界的荒芜，高维世界的样貌，云天明的童话，诺兰新作中一次性看完！#刚刚看完星际穿越interstellar，感觉自己萌萌哒#
星际穿越,Peter Cat,推荐, 2014-11-07 09:26:25 ,2398,严格说，这不是一部太空电影，太空片之所以特殊，是因为它能打破伦理性视角，而从超越维度（宇宙论，宗教）重新把握人类社会。而诺兰的努力，则更近于用物理学之外的盲点，拔高人伦价值。这个观点借电影视听效果获得了情感上的保证。但也牺牲了形而上的深度。
星际穿越,Alan Sleep,力荐, 2014-11-06 20:22:49 ,5295,非常理想化，所以显得很有种，没有公司敢让任何人拍这样的电影。致敬库布里克的镜头体现了导演的少女心。但有2001珠玉在前，我认为这部顶多和它并驾齐驱。诺兰尽其所能拍出了触手可及的科幻，硬核又充满人性，温情又隐含黑暗面，让人潸然泪下。“理想化”是不是削弱了剧本？大家保留各自意见吧。
星际穿越,芦哲峰,力荐, 2014-11-12 23:33:42 ,4529,天地玄黄，宇宙洪荒。英雄气笃，儿女情长。
星际穿越,Panda的影音,力荐, 2014-11-07 00:48:01 ,3213,2011年11月有《雨果》，2012年11月有《少年派的奇幻漂流》，2013年11月有《地心引力》，2014年11月有《星际穿越》，……前三部电影分别获得11、10、11项的奥斯卡提名，然后都拿下最佳摄影和最佳视觉效果奖，由此，我们可以预测《星际穿越》2015年的奥斯卡提名数和最佳摄影+视觉效果拿奖的可能性？—— 才5项提名，没提最佳摄影，倒是获得最佳视觉效果。——《星际穿越》：我的第一部电影院④刷电影！—— 2020.08.08：这些年来没在小荧幕上完整重看过《星际穿越》，趁着这次国内重映的契机，来影院IMAX大银幕进行我的第⑤次「星际穿越」。
